ID	Target	Tweet	Stance
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)"
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target."
